imgPath,bboxTLX,bboxTLY,bboxBRX,bboxBRY,imgKeyptX,imgKeyptY,keyptClass,objClass,azimuthClass,elevationClass,rotationClass
Images/aeroplane_pascal/2008_000033.jpg,103,60,475,256,0,72,322,351
Images/aeroplane_pascal/2008_000037.jpg,46,156,449,281,0,229,3,6
Images/aeroplane_pascal/2008_000151.jpg,243,224,274,260,0,123,58,333
Images/aeroplane_pascal/2008_000197.jpg,94,133,229,202,0,117,41,3
Images/aeroplane_pascal/2008_000291.jpg,1,195,216,250,0,284,3,0
Images/aeroplane_pascal/2008_000291.jpg,391,197,438,219,0,271,4,359
Images/aeroplane_pascal/2008_000585.jpg,0,4,498,374,0,344,5,1
Images/aeroplane_pascal/2008_000716.jpg,4,81,276,174,0,288,5,358
Images/aeroplane_pascal/2008_000716.jpg,297,115,482,181,0,81,353,2
Images/aeroplane_pascal/2008_000756.jpg,367,214,475,252,0,282,9,359
Images/aeroplane_pascal/2008_000756.jpg,0,98,424,264,0,235,359,359
Images/aeroplane_pascal/2008_001054.jpg,0,54,499,307,0,307,350,6
Images/aeroplane_pascal/2008_001448.jpg,331,125,468,168,0,180,15,4
Images/aeroplane_pascal/2008_001448.jpg,0,88,297,168,0,195,14,8
Images/aeroplane_pascal/2008_001719.jpg,48,20,375,219,0,107,39,16
Images/aeroplane_pascal/2008_001801.jpg,0,118,388,233,0,243,0,2
Images/aeroplane_pascal/2008_001801.jpg,316,144,499,205,0,0,1,358
Images/aeroplane_pascal/2008_002000.jpg,32,83,456,293,0,315,352,3
Images/aeroplane_pascal/2008_002000.jpg,419,164,482,198,0,72,1,353
Images/aeroplane_pascal/2008_002195.jpg,372,9,439,43,0,210,0,356
Images/aeroplane_pascal/2008_002195.jpg,276,9,337,39,0,230,3,354
Images/aeroplane_pascal/2008_002195.jpg,196,10,251,35,0,222,2,355
Images/aeroplane_pascal/2008_002195.jpg,86,6,150,38,0,300,5,358
Images/aeroplane_pascal/2008_002195.jpg,39,0,109,44,0,58,6,0
Images/aeroplane_pascal/2008_002221.jpg,120,124,380,253,0,279,328,3
Images/aeroplane_pascal/2008_002698.jpg,155,177,280,243,0,270,336,18
Images/aeroplane_pascal/2008_002719.jpg,209,33,474,249,0,63,306,24
Images/aeroplane_pascal/2008_002977.jpg,0,0,493,374,0,315,346,4
Images/aeroplane_pascal/2008_003033.jpg,10,35,499,135,0,53,357,1
Images/aeroplane_pascal/2008_003041.jpg,19,85,499,316,0,60,10,359
Images/aeroplane_pascal/2008_003059.jpg,143,114,270,174,0,37,337,356
Images/aeroplane_pascal/2008_003196.jpg,97,61,348,152,0,10,352,4
Images/aeroplane_pascal/2008_003261.jpg,16,67,489,222,0,95,5,4
Images/aeroplane_pascal/2008_003275.jpg,289,244,355,272,0,253,350,6
Images/aeroplane_pascal/2008_003478.jpg,0,45,219,120,0,240,2,8
Images/aeroplane_pascal/2008_003575.jpg,0,89,499,292,0,49,351,3
Images/aeroplane_pascal/2008_003655.jpg,0,172,416,262,0,325,359,2
Images/aeroplane_pascal/2008_003688.jpg,86,145,437,281,0,139,0,359
Images/aeroplane_pascal/2008_003703.jpg,14,82,487,216,0,270,3,0
Images/aeroplane_pascal/2008_003729.jpg,45,53,454,200,0,0,2,2
Images/aeroplane_pascal/2008_003788.jpg,12,85,487,235,0,68,7,358
Images/aeroplane_pascal/2008_004000.jpg,24,62,499,259,0,164,1,358
Images/aeroplane_pascal/2008_004000.jpg,80,138,243,205,0,158,359,7
Images/aeroplane_pascal/2008_004000.jpg,179,155,263,186,0,243,338,13
Images/aeroplane_pascal/2008_004100.jpg,35,91,499,199,0,50,2,358
Images/aeroplane_pascal/2008_004138.jpg,115,149,415,265,0,334,338,353
Images/aeroplane_pascal/2008_004165.jpg,40,106,439,243,0,240,1,0
Images/aeroplane_pascal/2008_004239.jpg,145,157,430,250,0,50,0,358
Images/aeroplane_pascal/2008_004378.jpg,132,23,433,207,0,97,341,359
Images/aeroplane_pascal/2008_004378.jpg,293,213,397,241,0,352,355,358
Images/aeroplane_pascal/2008_004532.jpg,80,16,155,51,0,75,337,344
Images/aeroplane_pascal/2008_004631.jpg,34,52,492,202,0,243,356,1
Images/aeroplane_pascal/2008_004648.jpg,134,246,405,332,0,261,20,357
Images/aeroplane_pascal/2008_004648.jpg,70,90,499,225,0,221,11,355
Images/aeroplane_pascal/2008_004648.jpg,21,187,152,237,0,172,30,359
